Temperature (°C),Humidity (%),Light Intensity (µmol/m²/s),Nutrient Concentration (mS/cm),pH,Growth Rate (cm/day)
25.603094684667226,61.824805012331126,274.33932167642075,1.8502947217881025,6.125464883209605,26.97863757250308
24.930576460589513,72.01707792619138,288.57000423299905,1.7611461736042962,6.151460250434944,32.7358105924517
22.662643924760935,59.711906014832074,250.28253126957438,1.6488416999683275,5.821997965763412,21.944663583679603
27.285645629030043,61.00549523357484,171.88331706023448,2.0097414252833126,6.109041056524462,21.016201902135535
26.503866065373547,65.25327198003806,290.44861186999157,2.131081422617659,5.9920386937946235,29.15186913716945
26.582063894086094,65.52762966478991,420.6307710806458,1.7032877032306926,6.078470730925305,22.627550123440372
23.18122509041052,65.9351515278019,339.23021439490117,1.677566616569036,6.172537806842224,24.294887871120554
27.805588621872197,63.19365111014592,299.03698101328024,1.8982415330823994,6.391558322894581,25.787107184470816
22.19629787441544,54.28497543634758,286.8554585395866,1.7283941240506027,6.241520670280125,22.103032762849786
26.17371418760054,68.16715766150548,301.1232946406023,1.7721205598673533,6.261535330680223,29.27082397124508
29.380911251619956,54.26827303490656,327.3559557587605,1.9479306303449344,5.980896122230888,22.87314697616583
23.01892734973862,61.51317732619517,240.95935923455775,1.4181287824985416,6.023849182079454,23.39551939700292
23.867404540794457,56.22862074990321,355.7160847334436,2.063660464970534,6.559745003670263,23.495154238076815
25.199302730175283,59.67930826703504,335.7690657720622,1.8145361048658684,6.052959793047351,25.227904371551986
23.9930486917676,61.6438120515174,335.9092862853967,1.717701371087564,6.531241650411459,25.07530516628048
21.898673137867736,61.606786077251364,321.92378694048637,1.7821531691557102,6.151387760223827,25.401742661870635
25.137125949612056,62.109603771176424,300.9808328846995,1.7924858710041038,6.200457587228701,27.874820097285575
22.87539257254779,68.06855634529323,333.64306179834097,1.4537597393110149,6.4140730320459864,27.084464836383788
25.94718486127036,62.2676715075699,329.5907066870689,2.0989876454906473,6.454378484387732,27.140218141089925
23.161151531532393,58.779216823546754,282.2979644529488,1.8082651264541236,6.177837487944183,19.056817379909816
28.09986881003508,64.82043584144179,271.31991135515494,1.888600426089475,6.122351389295693,27.205858931555067
23.433493415327526,65.9473524446232,305.09281476309934,1.9903099541148086,6.188815910295557,27.22662263347862
24.35587696758865,53.861960924315035,377.4510075747594,1.59576750848794,6.267591505646424,25.18249003856911
26.62703443473934,62.98700034924929,238.04464621730494,1.8946943798070457,6.378260737373951,23.958343104303736
22.53827136713209,63.50586371155449,226.623736712378,1.7464717818202413,6.200845971798831,22.712828635389567
25.454919869208258,58.51218248320004,308.23804206182587,1.9693541550432987,6.323777259604631,22.89237866431056
27.614285508564855,66.8785340665581,302.5443850928009,1.374554515929701,6.527671946454189,28.79709054380781
21.785033530877545,59.249722064837364,308.6670832185204,1.7801811399517462,6.276261922452957,26.548135667620382
25.36926771706461,60.62788226735771,312.19765989542503,1.6794358688432076,6.262330571200956,23.7884563676898
25.519765588496846,59.134640878580655,288.83988726825976,1.8864525901268312,5.896217834981987,27.437318715066496
26.56364574355462,60.077895237907335,374.4931719301041,1.8940088374736406,5.673853972634188,25.740364050029424
22.526098578243836,54.51862456552399,219.95480107617422,1.6584748210355948,6.277675145846034,22.012626769892538
22.359086773831446,52.799745587028525,258.5751487609877,1.6575652271647914,6.181035153743826,21.310220590832706
26.043883131233795,67.97252531612486,294.8372619925476,1.777866926288534,6.097043465017052,29.338865071030035
25.593969346466373,55.76519325840836,217.84055944229164,1.6206715545369583,6.248706040837269,24.73472431135801
25.500985700691754,55.04303825271847,291.20727977839647,1.9683967390904253,6.187919254160619,30.590334704903306
25.692896418993953,49.23304943198143,383.0735082864009,1.7261585599105107,6.42555605012678,19.783805700382857
23.63995055684302,56.80519126155249,301.0443244147981,1.2186023561356718,6.217222173651796,24.815487557194402
25.464507394322005,53.384551032962506,311.5350452859342,1.7250355886756388,6.050615342985966,21.650253899022868
25.58614494659736,68.21007580068185,236.991761741371,1.5922912358312056,6.398033247791858,24.24401198941868
23.571297163947264,65.04908544671316,269.1819295980261,1.473744836907811,6.156573785010759,25.331789890067682
28.731549022289514,56.55924827411138,281.24018098380316,1.5525146723554855,6.305307336734462,25.494361613966113
25.947665841823575,71.26217902672154,284.1142451621883,1.821881694366594,6.10451785876144,36.650293068221956
22.617393005594703,64.90882743495797,364.08218975018843,2.0657281656496465,6.070034622900513,24.76173561309316
26.31310721726766,58.37584308245689,327.88455303625625,1.862636894772996,6.21683364603714,21.483426372243734
23.050636659545358,47.50297142563214,244.4271021531484,1.678699322356852,6.202565728708737,21.678019811521647
26.574169207484903,71.45471286295371,312.32523892160026,1.8911808390341407,6.295965407073367,21.995120089193286
27.317191158014808,53.05213766618202,324.91108742483925,1.7081819379562018,6.146270849338052,23.54830546404592
23.358635363296578,51.77300626521554,357.0074519260633,1.6610799261673712,5.832728043245921,22.13319841922307
26.926752258488644,65.1128521600482,379.02703432841867,1.5691274663534032,6.113445223282323,29.08007228368084
25.825561853872998,72.19876203169636,249.24529040860656,1.4496342386496561,6.358763693428763,30.814788336917335
26.64412031998898,66.9213640925526,259.4571244394831,1.722015258688111,6.140524784151379,25.48441622394857
28.793585965307894,62.8195456002618,237.12110705426917,1.8316106979840263,6.15072331949709,26.293173328205857
24.50922376799426,62.97377170832643,288.2990070446509,1.7806752659970222,6.397275301181188,22.994286572313868
23.49252767128502,64.26707779390154,323.31791872231673,1.7168066144105283,6.057605354548215,21.893647836670823
23.220971140748954,63.79464294893383,349.3667258294551,1.6108507878606437,5.8914393563514205,25.953107919063925
23.368379430069123,61.40595711984688,296.20244881787386,1.9216492383369939,6.167873776094901,20.769708645263023
24.845796581171793,60.52100551975938,284.0076238372578,1.536573616010683,6.1031652097502525,23.466511333338453
25.682303949633287,59.68703436050239,307.587899612437,1.9552055827686952,6.00675073604935,21.98572583592685
25.55338159866004,56.230177055666616,258.24285491849884,1.5995565962146552,6.164924308820262,25.54308152204585
26.654366498072047,58.59662461566613,404.47693608473867,1.649512952529393,6.298301129449357,30.432011673720304
25.026003783755815,51.535215929023074,219.61694864409708,1.5066429618768646,6.198142287686437,18.560136834708125
27.907068154314633,59.50830186602625,309.23702894478623,1.6997195706228727,6.261396214537248,20.065409296837323
24.47068633352409,55.057044464245415,401.18031096148195,1.995062491695596,6.562681539703084,23.099143753428837
30.440338333179238,54.48205341392114,300.3399922279999,1.9031256176887914,6.131424227688488,25.37302903142308
26.251334695530012,60.89947075576739,290.49804824992526,1.9956844224056072,6.255669726928934,26.14923411082207
23.285684887167434,66.96001143172299,282.1277288594786,1.9044285091867872,6.098157327480173,24.579653754392535
22.858215003877774,64.59158303001156,290.9804159118796,1.5792660342939262,6.030728056022606,24.443649150416658
25.96494483048637,52.14749698188411,368.6424237338265,1.7338421551344885,6.083018469316446,24.271768223948154
24.5530744293483,55.05185931714831,189.40690443352466,1.6439601741765075,6.104248285695663,26.310461774451976
26.428000988184184,64.70385593994108,376.6716850648163,2.066114980807808,6.271895159509425,20.75295142335641
25.94647524914709,55.08756303230845,228.80214237749274,1.5606422707147378,6.669815157340151,22.52892555524657
24.854342174686256,58.87683425001488,286.66738353827924,1.9787395378778223,6.056791312744832,25.116336601068234
23.30641256386319,62.75026049512276,278.5377789850669,1.9785907740217539,6.1166749388769075,22.148356536725906
21.97030555062827,55.15827772568182,329.427663488536,2.1659240403432176,6.1873753973777506,27.866588858674735
24.106970095865957,60.5268775307298,220.09378240581262,1.7180626814741005,6.279159769741949,22.558374165083485
26.712797588646943,53.32987252540898,323.10863330409717,1.9424644319160325,6.252710162390957,23.650257108068697
25.42818748826041,56.99316178024393,401.21548116434263,2.256330367307769,6.4568191587896235,26.081447110748005
22.508522442576023,61.598909670712686,231.84129977035948,1.6764716646132607,5.714721585892958,22.3334941096737
25.346361851702365,52.03503133234165,309.48530838051977,1.492991950493528,5.7226140259608655,17.17533953024005
25.770634759457675,62.202373689801995,266.90089111016954,1.4239979932184472,6.10082436559797,24.10597575074833
23.232285127597734,59.901811005366596,321.2943603096518,1.9425424057722662,6.419460037508742,27.260466530774224
25.307450211891055,62.76244977208574,300.9573888707876,1.4233699583882833,5.886870393678881,24.360870568105824
25.116417436892,61.119570670323306,267.9256545477845,1.7255361894124155,5.598473532061249,22.39924702623803
22.714059404338755,66.82070214986922,324.3936142435537,1.8874626374077923,6.3142358812438415,28.49435624451413
25.715574720696566,60.62612251323954,390.2174054893372,1.837035107365983,6.248731444740543,24.282378824209175
26.12156905273647,57.852972294373735,290.4548104136351,1.8850889728368345,5.981958318640114,23.08709394844493
27.166102486350553,60.61148751516142,335.9878971074091,1.844457971160171,6.0028920798558145,26.153580915552823
27.107604104069807,62.71649014518194,235.3363521064418,2.0557731626626787,6.006051256073065,28.507587907158754
22.244661264085817,60.244300351628524,252.17818115909955,1.6095367238522407,6.222107063494788,30.884523936710583
23.124349920169756,60.20295845601941,323.62031389401886,1.6646009723082937,6.074736944763399,26.596641653568383
26.03007053441732,56.49004156096622,374.20580142679825,1.6454681109458353,6.298812783795104,27.730126104688516
26.027571901824416,56.68549541224526,317.780667439283,1.9660383623725222,5.629074667419122,22.781682634237455
26.030095372612095,52.98697364100153,284.34709847384227,1.9800797176790128,6.02862962697444,20.330345902347798
32.70546298130944,68.74788371593469,299.9645702711677,1.8902450638637016,5.97478920781779,29.84315799828866
26.141781021386333,53.780683823043574,237.47961330151412,2.036698733377986,6.148731864325502,23.96077294532643
27.271131280361196,56.53547401102046,330.2257663177683,1.5643918265247239,6.092390448301972,21.383067290960696
26.908003526986406,56.40796367215401,344.1166531161705,2.1334448223102274,6.359568755979153,24.167467831415095
26.302782502611596,64.47462188472221,277.395483358346,2.1046477243424517,5.8281326456679885,27.586056622197532
24.369461510719308,58.52525160853986,276.49789261202494,1.9471243994491494,6.20909829526615,25.295787524042723
26.517938440986534,66.23871036336867,313.2939114826024,2.156359781754212,6.311667284642342,28.512907336828206
23.454349570924855,56.63254687878066,278.16401319797023,1.4686753584644452,6.571329487312391,24.049987993418082
24.526362786519982,61.39497081111901,296.69336926870886,1.6951103727474697,6.103646805781305,23.372228239486468
24.02927290434179,55.823264733701215,404.98608945832575,1.6529393078636097,6.264891720870503,21.880787874471594
25.163748278772644,70.72574563886694,287.6487149627002,1.9442958647514688,5.839227441487528,23.90314529039195
29.629317133347016,54.062007904852436,282.08299239893887,1.589971852079571,5.721608759137395,30.08640113754122
21.265469614816503,61.54910355113514,267.62290971824206,1.9514990298674972,6.36895487515634,23.893420637219233
26.372520380749027,63.168884404660496,337.20959857499685,2.0741072287993427,6.198887941270386,25.51472974832802
21.774568257620697,62.06899548725749,290.93879133909485,1.9390405800168,6.435702537959685,21.383171160276095
24.056136268421135,59.07356170561146,267.5313480839287,1.8567502047323003,5.925319422206051,32.96404117064135
27.177901193934733,59.35089650133287,366.06520161365063,1.6024253318198503,6.303980427905751,22.121443716697417
25.128560038190926,60.21905735989555,370.9801502256819,1.6306298067749272,6.573763568108771,23.53038411424183
22.844510444141388,59.264989991857554,269.97882171306475,2.0499237810593334,6.283941121671454,25.136693828158133
23.569392581480063,64.81939558397455,206.6730024319692,1.9558698007810664,6.25531630111821,27.235498674321157
26.35919549786935,71.05261500795676,350.37568449184613,1.7921960961244912,6.20171121616487,30.929665782407426
23.539266736565725,57.21254107496083,265.7685087119998,1.7164180908468218,5.885823708574818,28.869913451182953
25.43291717916395,53.15098510210461,339.53127995813844,1.3948384253777246,6.47111458714207,24.56453971665359
25.091143679807626,59.55858975824373,201.4948091144082,1.5858295162631122,6.077828472038987,21.3209562140191
23.696799304788367,72.8985466882716,344.6298669149655,2.182283817427945,6.300896651276603,26.950089949573133
29.28788817865065,55.98162716015135,239.44140353596094,1.5439088857995067,5.887393138685749,25.97977869876584
26.267838044636022,68.19558402722033,336.5382059533262,1.837895964244216,5.964108067098444,33.483630248660944
20.949714826684787,68.3885040703822,300.7136533918217,2.0014887946390396,6.4870174798444475,21.2943663209331
25.372908629538856,57.23205879146003,252.30302903016775,1.5490154663995415,6.130539542208432,27.657752380800535
23.676427070463223,62.84491539592638,279.64818435366095,1.8369420949562167,6.490655095208509,25.508548190337844
26.704866669592448,68.14198311564269,334.31592284783505,1.987583107502131,6.184353868188297,30.022692965033404
23.414958523134597,58.10436129506257,305.2947226557617,1.80249986438145,5.831620445408428,23.38637939217456
24.7705271170662,58.98209819948819,329.2206490236242,2.373680611133354,6.378413519946344,22.13984201595126
26.009974557960913,57.09159543025678,398.82202922577426,1.466280148224361,6.082021536448878,26.59664561003736
26.731510388340244,54.92621634653567,221.78791941444743,2.011745705976776,6.339737762703409,26.05640134126951
22.59940718588845,56.75361227466996,380.86062874843117,1.7654396525207072,6.205042173508017,26.100646644678122
24.330997528318104,53.880298666188715,305.21779687616066,1.954384030967335,5.891376354411426,22.98668775774742
24.050109377678087,60.17041734129613,255.0607975838436,1.8882614303398493,6.232858953074114,22.66611307431048
23.693341534852575,56.150133844706794,233.4843187130505,1.6533687605780008,6.63924462843056,18.48278714198324
28.530908480562193,61.168929558953735,290.54398046114835,1.8457992784918682,6.298597291702892,28.75024426045588
25.80996342192191,52.22052176898186,346.082505596223,1.4284197097203426,6.188496449398907,24.276010944144286
22.47823209132991,61.654401161072286,293.6225439811233,1.9206495001142787,6.4150686803913795,21.41325566560979
26.835723894109552,64.16764480804463,375.5577465123674,1.8596316931981052,6.242133693040622,24.931783914895146
29.244312394025265,50.03132178714272,227.44121549742206,1.9277320337286206,6.241906846052559,22.335311350921188
27.064930521102294,61.87028284923786,299.39555260769725,2.01162366501743,5.98167496556818,21.562639362197913
21.961260068091974,66.13834496236646,237.38032777934404,1.8735239680419422,6.24676960515792,22.74775454883084
24.0315318542675,53.951794906543974,318.1815941312484,1.8296178839596553,6.407088683283389,19.516459250433154
27.533822298373245,68.36286193418852,344.344369504865,1.6237863326677415,6.0327875695799955,26.458893290322916
23.58466106876244,62.095095046830224,278.96191031594736,1.65755584727019,6.48489916424939,22.461562015372333
25.887638856292458,56.47494072120796,169.7893071686433,2.0373469240354662,6.181658795170975,19.280370913462583
26.549268106858673,59.72115461171147,309.94740733982474,2.0872670811411957,6.022446097692292,31.408524336486998
23.146139056843833,62.791634562608614,321.8369275866755,1.7523779127375891,6.399526415384049,28.54953863400929
24.8809492878764,60.38002695706206,320.2147377480849,1.809200549450655,6.142641152852346,22.5015718559185
18.517465319861856,62.693779962231844,361.7891095911077,1.6190771250012468,6.351902977497222,23.95845655543747
22.95122471733142,55.39663203460317,246.44731601754756,2.034551369053489,6.1416482735482925,24.185997033851866
24.49486369721368,60.84680412018039,334.0108052725225,1.9330833647383558,6.18803477129402,28.463610255252284
22.504433636070303,52.9314275154751,359.6253756238987,2.18824348729275,6.298712040866858,19.873709535924117
28.26482260786327,59.443869693256495,211.07062079967415,1.6243353845640522,6.258179411518001,28.882053550911138
22.139717244078735,55.48046179267605,315.98259129594885,1.7243984201963567,5.800893643909652,20.921176576936706
24.119911026606033,56.322350287051165,274.7910084496164,1.8462891845051146,5.975751251981122,19.494638588617892
25.261481154572184,66.18046587605218,295.9238663449177,1.9292979075451542,6.3858819969581635,28.598805280876057
27.88254657813223,65.45655060297135,317.38382417691685,1.7568664724904737,6.173572682219691,31.011470540962463
22.128275697641122,63.045690604535885,275.6385717943224,1.62540778190926,6.095253739445716,32.1801358113753
27.32632750430992,54.538436176637106,266.21459604191944,1.9762815057847143,5.928285196948505,20.61561785329519
25.020466122039174,58.41795775152599,301.70762087440124,1.9442270725091164,5.9840527357448305,26.505417996077345
23.036982697904097,66.06548849989592,245.6377030568599,1.616745179887255,5.795640272007611,24.181594153672716
25.924206948526543,60.70858456819953,245.70874355574074,2.0710885602210993,6.179743856259694,27.6718004516894
25.398119391146942,71.59664769990847,333.96866414782517,2.034039741839321,6.080312483883791,23.50666649165092
23.79956624568241,61.96658919697186,242.5602982420672,1.8268592994495587,6.006682421802937,20.977492539428447
25.13960416998004,60.960245582450156,333.3156250454606,1.8159195724752073,6.186375314966409,22.768938136886607
24.22937280627648,58.45441767898749,323.1295646426976,1.9108115542231814,6.272794126170548,24.407312106354283
25.227034690502496,60.66770452391141,213.70966356047018,1.6276593859487485,6.618639586441989,22.87512195301233
26.324261349042093,59.23765081809728,266.1217673832172,1.8060062958328165,5.8976233160873575,26.94323499155876
28.172033632290706,63.54054338344295,359.7054701523686,1.3695232910781638,6.431876208660104,29.698764827220845
22.5243690023463,64.78351158397292,250.94172344301592,1.9752911291005872,6.394620312203014,26.8900047988033
